시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
부천시,,부촌아파트,고강동,292-6,1988-05-04,5,2,95,N
부천시,,부촌아파트,고강동,292-8,1988-07-15,5,2,90,N
부천시,,부촌아파트,오정동,140-5,1989-02-27,5,1,90,N
부천시,,부촌아파트,오정동,140-6,1989-05-09,5,2,80,N
부천시,,부촌아파트,원종동,152-6,1989-07-24,5,1,40,N
부천시,,비잔티움,상동,534-6,2007-07-24,37,2,152,Y
부천시,,"사랑마을 벽산,삼익,선경아파트",상동,415,1994-05-27,25,15,938,Y
부천시,,사랑마을 청구아파트,상동,417,1993-05-29,25,9,440,Y
부천시,,삼덕진주아파트,원종동,336-2,1986-08-23,5,1,50,N
부천시,,삼두아파트,고강동,333-2,1986-07-28,5,3,24,N
부천시,,삼두아파트,오정동,547-4,1983-10-13,5,6,90,N
부천시,,삼두아파트,오정동,558-4,1983-10-13,5,3,120,N
부천시,,삼보아파트,도당동,109,1989-09-22,5,3,190,N
부천시,,삼보아파트,송내동,336-3,1986-11-11,5,1,190,N
부천시,,삼신아파트,원종동,366-3,1988-10-25,5,2,90,N
부천시,,삼신아파트,원종동,207,1989-11-15,5,3,165,N
부천시,,삼신아파트,원종동,361-6,1988-11-16,5,1,80,N
부천시,,삼우아파트,고강동,396,1988-02-11,5,3,160,N
부천시,,삼우아파트,고강동,389-1,1987-01-22,5,2,100,N
부천시,,삼욱빌라,원종동,180-1,1987-03-24,3,1,45,N
부천시,,삼원아파트,고강동,372-18,1988-09-27,5,1,30,N
부천시,,삼익세라믹아파트,괴안동,204-5,1988-12-24,11,10,781,Y
부천시,,삼익아파트,괴안동,204-1,1992-05-06,11,11,682,Y
부천시,,삼익아파트,송내동,595,1979-05-15,12,1,97,N
부천시,,"삼익아파트(1,2,5동)",송내동,607,1979-05-15,12,3,550,Y
부천시,,삼익플라주,심곡본동,576-4,2007-09-14,10,1,32,N
부천시,,삼익플라주아파트,도당동,287,2010-12-27,12,1,49,N
부천시,,삼일아파트,원종동,363-8,1989-07-26,5,1,45,N
부천시,,삼일우남아파트,상동,238-3,1989-05-04,5,2,90,N
부천시,,삼정 뷰그리안,삼정동,276-6,2010-06-16,14,1,65,N
부천시,,삼풍아파트,괴안동,183-5,2003-02-20,11,1,47,N
부천시,,상동스카이뷰자이,상동,413,2018-09-20,45,2,405,Y
부천시,,상신빌라,오정동,139-2,1984-09-24,3,5,130,N
부천시,,상우아파트,고강동,380,1989-09-12,5,1,70,N
부천시,,상우아파트,고강동,411-2,1989-01-24,5,2,60,N
부천시,,상우아파트,원종동,227-8,1989-05-01,5,1,45,N
부천시,,새보미아파트,고강동,397,1986-08-19,5,2,35,N
부천시,,샬렛아파트,오정동,553-5,2009-05-25,8,2,98,N
부천시,,서능아파트,송내동,339,1986-06-07,5,1,40,N
부천시,,서림아파트,원종동,270-5,1983-05-19,5,4,98,N
부천시,,서울아파트,고강동,416-5,1987-03-02,5,1,70,N
부천시,,서울아파트,내동,19815,2004-08-27,8,1,49,N
부천시,,서원아파트,고강동,333-3,1986-08-19,5,4,110,N
부천시,,서초아파트,내동,349,1992-03-25,5,1,55,N
부천시,,서초아파트,도당동,33604,1994-08-11,6,1,30,N
부천시,,선우아파트,고강동,407-6,1989-02-03,5,2,99,N
부천시,,설악마을 주공아파트,중동,1051,1993-08-06,15,11,1590,Y
부천시,,성도아파트,원종동,130-3,1987-06-22,5,2,90,N
부천시,,성라아파트,송내동,596-4,1988-11-23,5,2,80,N
부천시,,성락아파트,원종동,276-2,1988-10-06,9,1,97,N
부천시,,성옥아파트,원종동,200,1989-10-07,5,1,60,N
부천시,,성우아파트,괴안동,202-3,1985-12-17,5,2,40,N
부천시,,성우아파트,괴안동,165,1987-04-06,5,4,144,N
부천시,,성우아파트,송내동,365-1,1985-04-26,5,2,128,N
부천시,,성원아파트,도당동,266-4,1984-06-30,5,6,120,N
부천시,,성주아파트,심곡본동,643-1,1979-10-06,5,2,60,N
부천시,,성지아파트,소사본동,91-68,1988-01-23,12,3,264,Y
부천시,,성지아파트,원종동,206,1989-06-12,5,3,70,N
부천시,,성진리치빌아파트,원종동,200-2,2009-01-07,10,1,40,N
부천시,,성진빌라,오정동,562,1986-12-08,3,1,256,N
부천시,,성진힐스아파트,송내동,387-2,2020-02-05,10,1,153,Y
부천시,,세영타워메카,소사본동,78,2009-01-05,14,1,154,Y
부천시,,세종아파트,오정동,179,1995-08-22,6,5,384,Y
부천시,,세종아파트,오정동,177-1,1994-10-22,6,2,90,N
부천시,,세창짜임아파트,원종동,468,2004-09-03,12,3,270,Y
부천시,,소라아파트,소사본동,190-3,1989-12-22,5,2,95,N
부천시,,소사에스케이뷰아파트,소사본동,135,2004-07-06,20,14,1172,Y
부천시,,소사주공2단지아파트,소사본동,408-1,2006-06-08,20,7,557,N
부천시,,소사주공3단지아파트,소사본동,407-1,2006-06-08,20,4,348,Y
부천시,,소사주공뜨란채4단지아파트,소사본동,411-1,2006-06-30,20,14,1104,Y
부천시,,소사주공아파트,소사본동,400-8,1995-01-01,15,14,1210,Y
부천시,,소사청구아파트,소사본동,400-7,1995-03-16,15,3,202,Y
부천시,,소사풍림아파트,소사본동,401-7,1996-09-16,19,7,714,Y
부천시,,소새울KCC스위첸,소사본동,424,2012-09-17,15,4,226,Y
부천시,,송내 e-편한세상,송내동,463-106,2008-07-17,15,11,371,Y
부천시,,송내 승윤 노블리안,송내동,598-3,2020-06-15,15,1,87,N
부천시,,송내 자이,송내동,409,2009-07-28,20,9,436,Y
부천시,,송내대우아파트,송내동,457-1,2001-10-22,15,7,408,Y
부천시,,송내동 우남푸르미아,송내동,605-20,2009-06-01,13,1,98,N
부천시,,송내동성호아파트,송내동,327-2,1995-11-15,19,3,238,Y
부천시,,송내복사골뜨란채아파트,송내동,304-6,2004-10-07,20,3,301,Y
부천시,,"송내역파인푸르지오 1단지,2단지",송내동,315,2016-10-26,25,6,539,Y
부천시,,수정아파트,원종동,132-1,1987-09-23,5,1,75,N
부천시,,스타팰리스,상동,531-4,2004-07-23,20,1,204,Y
부천시,,스타팰리움,중동,1118-1,2017-07-28,19,3,275,Y
부천시,,신도그랑피아아파트,역곡동,115-11,2004-05-07,9,1,48,N
부천시,,신영아파트,내동,348,1990-12-22,5,1,70,N
부천시,,신일해피트리,역곡동,406,2005-05-25,12,1,87,N
부천시,,신일해피트리아파트,괴안동,36161,2005-07-28,14,6,320,Y
부천시,,신한아파트,도당동,250-3,1984-04-14,5,1,223,N
부천시,,신한일아파트,삼정동,311-1,1987-07-18,5,6,190,N
부천시,,신한카사피아아파트,오정동,566-4,2001-07-26,11,1,39,N
부천시,,신호아파트,괴안동,187-5,1995-12-21,6,1,72,N
부천시,,심환홈빌리지 아파트,원미동,105-2,2002-05-09,8,1,49,N
부천시,,아남아파트,심곡본동,634,1992-05-23,10,1,128,N
부천시,,아주아파트,괴안동,99,1995-05-04,6,4,139,N
부천시,,양우아파트,소사본동,323,2003-08-22,23,3,244,Y
부천시,,에리트아파트,오정동,549,1986-12-04,5,1,140,N
부천시,,엘에이치옥길센트럴힐,옥길동,748-1,2017-07-10,28,12,913,N
부천시,,엘에이치옥길헤일라움,옥길동,747-1,2016-09-08,29,10,924,N
부천시,,여월휴먼시아1단지아파트,여월동,296,2007-11-23,13,13,1044,N
부천시,,여월휴먼시아2단지아파트,여월동,320,2007-11-23,13,12,781,N
부천시,,여월휴먼시아3단지아파트,여월동,340,2007-11-20,15,13,899,Y
부천시,,여월휴먼시아4단지아파트,여월동,313,2010-06-30,13,6,244,Y
부천시,,여월휴먼시아5단지아파트,여월동,316,2010-06-30,12,11,334,Y
부천시,,역곡 e-편한세상3차아파트,역곡동,213-25,2004-12-09,12,1,113,N
부천시,,역곡 e-편한세상4차아파트,역곡동,407,2005-07-12,14,2,181,Y
부천시,,역곡 e편한세상2차아파트,역곡동,213-3,2004-07-23,12,1,150,Y
부천시,,역곡 세창 짜임아파트,역곡동,114,2005-10-28,12,1,68,N
부천시,,역곡 푸르내 아파트,괴안동,167-10,2020-01-23,13,1,79,N
부천시,,역곡1차 한양수자인아파트 101동,역곡동,412,2006-10-27,14,1,73,N
부천시,,역곡3차 한양수자인아파트,역곡동,413,2007-06-19,13,1,79,N
부천시,,역곡e-편한세상5차아파트,역곡동,408,2005-07-12,14,1,150,Y
부천시,,역곡역이편한세상,역곡동,27061,2011-08-18,17,8,445,Y
부천시,,역곡조공2차아파트,괴안동,32,1985-04-20,4,16,320,Y
부천시,,역곡조공아파트,괴안동,36,1984-04-16,4,5,45,N
부천시,,역곡현대아파트,역곡동,51-18,1989-12-23,5,2,80,N
부천시,,역곡현대아파트,역곡동,51-19,1989-12-23,5,2,80,N
부천시,,역곡현대아파트1차,괴안동,105-4,1989-02-18,5,2,90,N
부천시,,역곡현대아파트2차,괴안동,105-3,1989-02-18,5,2,90,N
부천시,,역곡현대아파트3차,괴안동,105,1989-03-09,5,1,40,N
부천시,,역곡현대아파트5차,괴안동,125-3,1989-02-18,5,2,40,N
부천시,,역곡현대아파트6차,괴안동,125,1989-02-18,5,1,30,N
부천시,,역곡현대아파트7차,괴안동,126-2,1989-02-18,5,2,80,N
부천시,,연화마을 건영캐스빌아파트,중동,1099-2,1994-03-31,24,5,424,Y
부천시,,연화마을 대원아파트,중동,1100,1995-10-11,23,8,386,Y
부천시,,연화마을 쌍용아파트,중동,1101,1994-07-09,25,8,438,Y
부천시,,염광아파트,괴안동,164-6,1989-06-02,12,3,382,Y
부천시,,영안아파트,원종동,273-1,1987-03-20,5,1,70,N
부천시,,영안아파트,중동,680,1985-10-26,5,1,25,N
부천시,,영화아파트,여월동,44607,1990-12-06,5,2,105,N
부천시,,영화아파트,원종동,129-8,1998-04-30,6,6,228,N
부천시,,영화참마음아파트,여월동,44562,2000-10-28,10,1,80,N
부천시,,예원아파트,역곡동,204,1985-12-26,5,5,105,N
부천시,,오익연립,원종동,365,1983-11-28,3,2,60,N
부천시,,오정생활휴먼시아1단지아파트,오정동,717,2006-10-17,15,9,612,Y
부천시,,오정생활휴먼시아2단지아파트,오정동,726,2006-10-17,15,9,501,Y
부천시,,오정생활휴먼시아3단지아파트,오정동,732,2006-07-06,15,8,550,Y
부천시,,오화아파트,고강동,333,1989-09-29,5,1,49,N
부천시,,옥길브리즈힐,옥길동,751-1,2016-07-13,29,14,1304,Y
부천시,,옥길센트리뷰,옥길동,771-1,2017-12-08,28,15,1318,Y
부천시,,옥길호반베르디움,옥길동,780-1,2017-12-07,29,16,1420,Y
부천시,,용상아파트,원종동,150-18,1999-12-08,6,1,36,N
부천시,,우남APT,도당동,20821,1990-06-02,5,2,110,N
부천시,,우남아파트,도당동,69,1990-12-21,5,2,80,N
부천시,,우남푸르미아아파트,춘의동,141-2,2006-04-14,21,5,268,Y
부천시,,우림루미아트,역곡동,202,2004-10-18,14,1,190,Y
부천시,,우민 늘사랑 아파트,춘의동,491,2004-11-22,20,1,285,Y
부천시,,우민 늘사랑 아파트 2차,춘의동,172-2,2006-04-13,18,2,98,N
부천시,,우민늘사랑아파트,심곡동,799,2004-11-19,15,1,96,N
부천시,,우성아파트,송내동,340,1990-07-19,15,11,798,Y
부천시,,우진아파트,원미동,177-20,1987-12-31,5,2,82,N
부천시,,욱일송내아파트,송내동,339-2,1984-08-02,5,2,40,N
부천시,,욱일아파트,송내동,316,1983-10-17,5,2,100,N
부천시,,욱일아파트,송내동,367,1985-07-20,5,2,36,N
부천시,,욱일아파트,원종동,69-18,1986-12-16,5,3,200,N
부천시,,욱일아파트,원종동,220-3,1987-08-01,5,2,95,N
부천시,,욱일아파트,원종동,221-8,1987-11-19,5,1,60,N
부천시,,운양주택,오정동,565-2,1990-09-13,5,1,45,N
부천시,,원종 e편한세상,원종동,469,2005-10-26,12,2,158,Y
부천시,,원종동 금호 어울림,원종동,470,2011-02-07,15,9,404,Y
부천시,,원종주공아파트,원종동,129-19,1988-11-20,5,13,490,Y
부천시,,원진아파트,소사본동,20059,1986-12-02,5,1,70,N
부천시,,월산장미아파트,여월동,44608,1992-07-11,5,2,105,N
부천시,,유호아파트,고강동,327-3,1989-09-30,5,1,95,N
부천시,,유호아파트,원종동,140,1988-09-16,5,1,30,N
부천시,,유호아파트,원종동,139-1,1988-12-27,5,1,55,N
부천시,,윤성아파트,고강동,425-25,1996-11-20,6,1,58,N
부천시,,은성아파트,역곡동,16803,1986-12-04,5,5,42,N
부천시,,은성아파트,원종동,139-2,1988-11-15,5,2,90,N
부천시,,은성아파트,원종동,200-3,1987-02-03,5,2,115,N
부천시,,"은하마을 대우,동부아파트",중동,1037,1993-12-16,25,12,632,Y
부천시,,"은하마을 쌍용, 효성아파트",중동,1036,1994-02-16,25,10,540,Y
부천시,,은하마을 주공1단지아파트,중동,1039,1995-07-25,20,8,795,Y
부천시,,은하마을 주공2단지아파트,중동,1038,1995-09-22,15,5,420,Y
부천시,,이룸이루미아파트,내동,345,2008-05-01,9,1,48,N
부천시,,이편한세상 온수역,괴안동,268,2020-04-22,29,8,921,Y
부천시,,인성아파트,고강동,378,1986-12-05,5,2,30,N
부천시,,일두맨션아파트,역곡동,75,1983-06-01,5,9,315,Y
부천시,,일해늘푸른 아파트,심곡동,184-4,2001-12-18,12,1,70,N
부천시,,장미아파트,고강동,327,1986-01-21,5,2,43,N
부천시,,장미아파트,역곡동,44641,1984-02-21,5,2,53,N
부천시,,장미아파트,원종동,369,1984-10-17,5,2,100,N
부천시,,장안연립,원종동,387-3,1983-02-07,3,3,51,N
부천시,,적성아파트,작동,75,1989-06-12,5,2,60,N
부천시,,적성아파트,작동,27089,1989-06-14,5,1,45,N
부천시,,정다움아파트,괴안동,110-5,2005-08-11,10,1,36,N
부천시,,정도아파트,고강동,400-1,1989-08-14,5,1,50,N
부천시,,제이드카운티 1단지,옥길동,742-1,2017-10-27,29,6,616,Y
부천시,,제이드카운티 2단지,옥길동,739-1,2017-10-26,29,6,574,Y
부천시,,주왕노빌리움,원종동,138-30,2018-01-05,13,1,36,N
부천시,,중동대림아파트,중동,3-207,2000-08-16,15,5,401,Y
부천시,,중동센트럴파크푸르지오아파트,중동,1300,2020-01-22,49,6,999,Y
부천시,,중동역푸르지오아파트,송내동,372,2005-09-06,25,12,1001,Y
부천시,,중동해링턴플레이스,중동,1298,2019-11-27,29,3,339,Y
부천시,,중동행복주택,중동,814,2018-12-14,9,1,26,N
부천시,,중앙그린빌아파트101동,춘의동,24108,2002-06-18,14,1,112,N
부천시,,중앙리치빌,소사본동,28491,2004-08-18,7,1,28,N
부천시,,중앙아파트,원종동,218-6,1986-11-05,5,2,40,N
부천시,,"중흥마을 극동,두산아파트",중동,1054,1993-11-01,25,10,516,Y
부천시,,중흥마을 신동아아파트,중동,1055,1993-12-01,25,11,640,Y
부천시,,중흥마을 주공아파트,중동,1052,1995-11-16,25,7,863,Y
부천시,,지석 Rose Ville,송내동,568,2003-02-26,14,1,66,N
부천시,,진달래마을 대림e-편한세상,상동,526-4,2002-08-09,25,8,639,Y
부천시,,진달래마을 대우푸르지오아파트,상동,526-1,2002-06-21,25,10,580,Y
부천시,,진달래마을 신동아아파트,상동,526-6,2002-04-25,17,5,256,Y
부천시,,진달래마을 써미트빌,상동,527-1,2002-09-26,25,11,559,Y
부천시,,진달래마을 효성센트럴,상동,527-3,2002-09-26,25,12,708,Y
부천시,,진성그린테라스,도당동,25204,2009-08-17,10,2,43,N
부천시,,진양아파트,소사본동,191-3,1988-11-28,5,2,95,N
부천시,,진영아파트,고강동,391-1,1987-04-30,5,2,80,N
부천시,,진주아파트,송내동,335-13,1984-04-06,5,2,50,N
부천시,,창보아파트,오정동,373,1999-11-13,6,5,290,Y
부천시,,천경아파트,고강동,372-2,1988-05-14,5,1,20,N
부천시,,청광플러스원,고강동,328,2010-09-06,10,2,101,N
부천시,,청수1차아파트,괴안동,107-7,2006-03-17,10,2,70,N
부천시,,청수이지빌,괴안동,123-4,2007-05-11,12,1,53,N
부천시,,청실고층아파트,송내동,380,1986-08-13,12,1,165,Y
부천시,,청암아파트,괴안동,33270,1987-04-27,5,2,90,N
부천시,,청암아파트,괴안동,33239,1987-06-15,5,1,50,N
부천시,,청암아파트,역곡동,114-3,1986-10-20,5,2,30,N
부천시,,초원아파트,괴안동,163-4,2001-01-20,6,1,48,N
부천시,,춘의동 리치빌,춘의동,184-2,2004-05-12,15,1,84,N
부천시,,춘의주공아파트,춘의동,237,1991-10-17,15,4,976,N
부천시,,코오롱이데아폴리스,상동,547-1,2007-03-20,33,2,288,Y
부천시,,클레버아파트,괴안동,34366,2005-08-12,9,1,43,N
부천시,,태경삼익아파트,심곡본동,562-115,1985-04-29,10,2,150,N
부천시,,태송팰리채아파트,괴안동,162-2,2008-01-31,14,1,147,N
부천시,,태승훼미리아파트,심곡동,801,2006-10-27,15,2,99,N
부천시,,태양아파트,원종동,269-2,1987-02-09,5,2,70,N
부천시,,태진아파트,원종동,292-4,1993-06-04,5,1,45,N
부천시,,트윈파크아파트,괴안동,104,2004-09-17,14,1,125,N
부천시,,팔복아파트,도당동,105-3,1989-11-27,5,1,85,N
부천시,,팰리스카운티,중동,1289,2009-07-27,30,29,3090,Y
부천시,,포도마을 뉴서울아파트,중동,1171,1993-10-11,25,6,310,Y
부천시,,포도마을 삼보아파트,중동,1170,1995-06-05,26,12,918,Y
부천시,,포도마을 영남아파트,중동,1170,1995-06-30,26,12,918,Y
부천시,,푸른마을 창보밀레시티,상동,551-1,2002-04-30,15,5,330,Y
부천시,,푸른마을 한라비발디,상동,551-2,2002-06-27,15,5,382,Y
부천시,,푸른빌 아파트,송내동,559,2008-08-14,14,1,48,N
부천시,,풍남아파트,괴안동,86,1987-02-09,5,1,70,N
부천시,,풍남아파트,중동,596,1985-12-16,5,1,100,N
부천시,,풍림아파트,원미동,114-1,1999-04-23,21,6,808,Y
부천시,,풍원아파트,괴안동,176-1,2005-01-25,12,1,49,N
부천시,,프라움시티,중동,1161-2,2011-04-28,13,1,112,N
부천시,,하나리아벨아파트,춘의동,142-5,2005-07-27,15,1,79,N
부천시,,하림골든뷰,소사본동,19815,2018-04-03,15,1,56,N
부천시,,하얀마을 경남아너스빌,상동,570-5,2002-04-29,25,4,414,Y
부천시,,하얀마을 주공뜨란채아파트,상동,570-3,2002-12-10,22,7,636,N
부천시,,하얀마을 현대아이파크,상동,570-1,2002-03-26,23,10,511,Y
부천시,,한국아파트,역곡동,212-2,1996-11-25,22,2,497,Y
부천시,,한남빌리지,도당동,119,2014-04-03,5,3,72,N
부천시,,한도아파트,역곡동,25-32,1983-11-24,5,2,60,N
부천시,,한도아파트,역곡동,44584,1986-12-24,5,5,35,N
부천시,,한라마을 주공1단지,중동,1028,1995-09-24,15,5,925,N
부천시,,한라마을 주공2단지,중동,1028,1995-09-25,15,14,1246,Y
부천시,,한라마을 주공3차아파트,중동,1027,1996-04-09,20,11,1201,Y
부천시,,한솔아파트,소사본동,55,2003-12-10,12,1,44,N
부천시,,한솔아파트,원종동,300,2003-12-30,8,1,35,N
부천시,,한신아파트,소사본동,277-12,1984-12-29,13,9,916,Y
부천시,,"한아름마을 동성,동아,삼환아파트",상동,393,1994-11-07,22,18,1428,Y
부천시,,한아름마을 동원아파트,상동,394-1,1996-04-27,19,4,296,Y
부천시,,한아름마을 한국아파트,상동,394,1996-12-13,23,6,500,Y
부천시,,한아름마을 현대1차아파트,상동,392,1994-05-27,25,15,1236,Y
부천시,,한아름아파트,괴안동,44636,1983-07-01,5,2,230,N
부천시,,한아름아파트,괴안동,110-21,1986-02-06,5,1,80,N
부천시,,한아름아파트,괴안동,184,1988-08-31,5,2,65,N
부천시,,한아름아파트,원종동,135-2,1989-04-10,5,2,65,N
부천시,,한양아파트,오정동,581-1,1998-09-30,6,1,40,N
부천시,,한오아파트,고강동,289,1989-11-16,5,1,45,N
부천시,,한일아파트,고강동,408-7,1987-08-24,5,1,50,N
부천시,,한화미리움,원미동,101-1,2007-08-29,11,1,73,N
부천시,,함태 스위트빌,내동,44673,2006-11-30,15,1,60,N
부천시,,해맑은아파트,원미동,197-2,2004-01-30,7,1,49,N
부천시,,해주아파트,원종동,262-3,1998-07-02,6,3,118,N
부천시,,해주아파트2차,원종동,171,2003-06-23,10,2,119,N
부천시,,해주아파트3차,작동,25447,2004-06-04,12,1,49,N
부천시,,행복한마을 금호어울림,상동,550-1,2002-07-13,24,5,422,Y
부천시,,행복한마을 서해그랑블,상동,550-3,2002-05-23,22,8,402,Y
부천시,,행복한마을 한양하이타운로즈빌1차,상동,550-7,2002-09-17,25,7,396,Y
부천시,,현대부러운아파트,소사본동,20486,1984-03-28,4,1,60,N
부천시,,현대아파트,고강동,367,1988-05-20,5,2,70,N
부천시,,현대아파트,괴안동,15,1988-06-27,5,3,149,N
부천시,,현대아파트,송내동,336-5,1984-09-01,5,2,102,N
부천시,,현대아파트,송내동,450-1,1988-10-29,15,6,717,Y
부천시,,현대아파트,약대동,12145,1988-06-02,5,4,290,N
부천시,,현대아파트,약대동,169-6,1988-06-02,5,3,130,N
부천시,,현대아파트,원종동,362-4,1987-02-16,5,1,40,N
부천시,,현대아파트,원종동,211-1,1987-08-19,5,1,80,N
부천시,,현대아파트,원종동,211-3,1987-08-31,5,1,30,N
부천시,,현대아파트,중동,772-2,1984-04-07,5,1,40,N
부천시,,현대아파트,중동,813,1985-10-30,5,1,32,N
부천시,,현진 아파트,역곡동,35827,1986-02-19,5,1,40,N
부천시,,협성아파트,원종동,201,1987-11-24,5,1,60,N
부천시,,형진아파트,원종동,360-8,1986-06-19,5,1,165,N
부천시,,형진아파트,중동,732-1,1987-07-01,5,2,80,N
부천시,,홍익아파트,고강동,409-5,1989-03-07,5,2,80,N
부천시,,효마을아파트,오정동,559-2,2008-02-04,15,1,50,N
부천시,,효자아파트,원종동,138-1,1987-02-11,5,2,130,N
부천시,,효행복마을아파트,오정동,415-4,2013-06-13,10,1,150,Y
부천시,,흥립약대아파트,약대동,169-38,1984-08-22,5,4,40,N
성남시,,LH위례31단지,창곡동,500,2017-07-07,15,13,2334,N
성남시,,LH위례36단지,창곡동,501,2021-01-04,15,3,470,N
성남시,,MD아파트,수진동,2220,2001-12-10,11,1,63,N
성남시,,SR HIGHONE 하이원,성남동,3755,2004-05-21,12,1,44,N
성남시,,e편한세상 테라스위례,창곡동,575,2017-11-28,4,15,360,N
성남시,,가천대역 두산위브 아파트,태평동,18264,2018-10-12,15,8,503,Y
성남시,,가천대역동부센트레빌1단지,태평동,7343,2006-10-27,14,6,248,Y
성남시,,가천대역동부센트레빌2단지,태평동,7344,2007-02-09,14,4,115,N
성남시,,가천대역쌍용스윗닷홈,태평동,7342,2005-12-07,15,4,191,Y
성남시,,고등마을아파트,고등동,578,2019-07-15,15,11,1520,N
성남시,,구미까치마을건영빌라5단지,구미동,12,1995-06-22,4,9,208,Y
성남시,,구미까치마을대우롯데선경,구미동,77,1995-11-25,25,16,976,Y
성남시,,구미까치마을신원,구미동,66,1995-08-30,25,14,882,Y
성남시,,구미무지개마을삼성건영아파트,구미동,222,1996-02-26,19,8,498,Y
성남시,,구미무지개마을엘지,구미동,202,1995-08-17,25,14,888,Y
성남시,,구미무지개마을주공4단지,구미동,220,1995-06-28,25,5,563,Y
성남시,,구미무지개마을청구,구미동,221,1995-07-01,23,13,932,Y
성남시,,구미하얀마을주공5단지,구미동,110,1995-08-04,21,7,779,Y
성남시,,굿모닝 파크빌,양지동,6,2004-07-09,13,1,35,N
성남시,,궁전아파트,상대원동,179,1987-08-17,5,7,268,N
성남시,,금곡청솔마을계룡,금곡동,176,1996-06-11,24,6,492,Y
성남시,,금곡청솔마을대원,금곡동,141,1994-05-27,25,14,820,Y
성남시,,금곡청솔마을동아,금곡동,132,1995-02-25,18,4,204,Y
성남시,,금곡청솔마을서광영남,금곡동,177,1995-07-10,21,6,408,Y
성남시,,금곡청솔마을성원,금곡동,143,1994-08-06,25,9,454,Y
성남시,,금곡청솔마을유천화인,금곡동,180,1995-11-04,25,8,624,Y
성남시,,금곡청솔마을주공5단지,금곡동,125,1994-11-09,20,8,474,Y
성남시,,금곡청솔마을주공9단지,금곡동,133,1995-09-21,20,6,1020,Y
성남시,,금곡청솔마을한라,금곡동,181,1995-12-02,22,10,768,Y
성남시,,금광단남,금광동,92,2000-12-14,15,2,160,Y
성남시,,금광삼익1차,금광동,3950,1991-12-24,12,4,498,Y
성남시,,금광시장,금광동,4622,1990-12-15,5,2,42,N
성남시,,금광여성(다솜마을),금광동,2528,2005-11-15,15,3,200,N
성남시,,금오베스트샵,하대원동,105-7,2005-08-31,10,1,29,N
성남시,,금오아파트,성남동,3747,2001-09-25,12,1,90,N
성남시,,까치마을2단지주공아파트,구미동,88,1995-04-24,25,9,768,Y
성남시,,까치마을4단지롯데선경,구미동,63,1995-07-28,22,16,1124,Y
성남시,,"까치마을건영빌라3,6단지",구미동,13,1995-06-07,4,16,332,Y
성남시,,까치마을금성백조연립,구미동,20,1995-03-30,4,6,112,N
성남시,,까치마을우방우성빌라,구미동,75,1994-11-30,3,8,108,N
성남시,,나래주상복합아파트,성남동,2258,2006-03-16,10,1,24,N
성남시,,낙원스카이뷰2,태평동,6146,2005-05-31,15,1,52,N
성남시,,낙원아파트,단대동,"3, 3-2",2001-09-05,10,1,45,N
성남시,,단대동 행복주택,단대동,130,2021-03-10,7,1,60,N
성남시,,단대선경논골1차,단대동,6,1991-12-14,13,3,426,Y
성남시,,단대진로아파트,단대동,124,1998-12-16,15,6,499,Y
성남시,,단대진흥더블파크,단대동,78,2005-05-27,15,3,188,Y
성남시,,단대휴먼시아,단대동,101,2012-09-07,18,2,213,N
성남시,,대동다숲아파트,성남동,3757,2006-03-03,14,1,62,N
성남시,,대원아파트,하대원동,155-2,1987-06-30,6,1,96,N
성남시,,더샵판교퍼스트파크,백현동,516,2021-06-09,25,15,1223,Y
성남시,,더샵판교포레스트11단지,대장동,181-1,2021-05-31,20,7,448,Y
성남시,,더샵판교포레스트12단지,대장동,287,2021-05-31,20,9,542,Y
성남시,,도촌섬마을휴먼시아3단지,도촌동,702,2007-12-10,15,7,408,Y
성남시,,도촌휴먼시아섬마을1단지,도촌동,700,2010-11-16,15,17,842,Y
성남시,,도촌휴먼시아섬마을2단지,도촌동,701,2008-02-04,15,6,534,N
성남시,,도촌휴먼시아섬마을4단지,도촌동,703,2008-02-04,15,5,458,N
성남시,,도촌휴먼시아섬마을5단지,도촌동,704,2010-03-02,15,12,633,Y
성남시,,도촌휴먼시아섬마을8단지,도촌동,707,2008-02-04,15,10,762,N
성남시,,도촌휴먼시아섬마을9단지,도촌동,708,2008-02-04,15,12,1005,N
성남시,,동명빌라,수진동,4781,1985-05-17,4,3,66,N
성남시,,동부주택 브리앙뜨,성남동,2292,2004-06-23,15,1,36,N
성남시,,동부주택 브리앙뜨2,성남동,2163,2006-06-08,15,1,84,N
성남시,,동분당 KCC스위첸파티오 1단지,도촌동,639,2019-12-06,3,17,153,N
성남시,,동분당 KCC스위첸파티오 2단지,도촌동,705,2019-12-06,3,11,50,N
성남시,,동양정자파라곤(3),정자동,"13-1, 14-1, 14-3",2004-10-02,17,3,344,N
성남시,,동인트루빌2,태평동,6455,2005-06-30,14,1,72,N
성남시,,두산위브,은행동,1740,2003-05-27,15,6,432,Y
성남시,,띠아모아파트,성남동,3753,2004-05-24,10,1,21,N
성남시,,래미안금광,금광동,2500,2006-11-13,27,11,1098,Y
성남시,,래미안위례아파트,창곡동,528,2015-11-27,19,7,410,Y
성남시,,로그인한진아파트,성남동,4859,2007-10-16,6,1,48,N
성남시,,르씨트빌모트,운중동,379-4,2005-06-08,4,5,36,N
